Id,organism,seedid,kingdom,phylum,mclass,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,kbaseid
bio/HELCA,"""Helicobacter canadensis MIT 98-5491""","""Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9)""",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeStrictly_respiratory_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,522,1020,808,Eugen Bauer,2014-08-03,4.0,647533173.0,537970.0,dcs:DataCollectionPlatformKbase,
bio/HELCI,"""Helicobacter cinaedi CCUG 18818""","""Helicobacter cinaedi CCUG 18818 (537971.5)""",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeStrictly_respiratory_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,531,1043,831,Ines Thiele,2012-09-06,1.0,643886141.0,537971.0,dcs:DataCollectionPlatformKbase,
bio/HELPU,"""Helicobacter pullorum MIT 98-5489""","""Helicobacter pullorum MIT 98-5489 (537972.5)""",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeStrictly_respiratory_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,535,949,787,Ines Thiele,2012-09-06,4.0,643886218.0,537972.0,dcs:DataCollectionPlatformKbase,
bio/HELPX,"""Helicobacter pylori 26695""","""Helicobacter pylori 26695 (85962.8)""",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeStrictly_respiratory_glucose_is_oxidzed_but_no_other_sugar_is_used,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,447,1025,833,Ines Thiele,2012-08-07,1.0,637000132.0,85962.0,dcs:DataCollectionPlatformKbase,
bio/HELWI,"""Helicobacter winghamensis ATCC BAA-430""","""Helicobacter winghamensis ATCC BAA-430 (556267.4)""",Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,dcs:OxygenRequirementStatusMicroaerophile,dcs:MicrobialMetabolismTypeStrictly_respiratory_asaccharolytic,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,498,941,793,Ines Thiele,2012-09-06,1.0,646206255.0,556267.0,dcs:DataCollectionPlatformModelSEED,
bio/HOLFI,"""Holdemania filiformis VPI J1-31B-1, DSM 12042""","""Holdemania filiformis DSM 12042 (545696.5)""",Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,721,1744,1113,Ines Thiele,2012-09-06,3.0,643886103.0,61171.0,dcs:DataCollectionPlatformModelSEED,
bio/KALMA,"""Kallipyga massiliensis ph2""","""nan""",Bacteria,Firmicutes,Tissierellia,unclassified Tissierellia,unclassified Tissierellia,Kallipyga,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,425,1002,816,Laura Kutt,2016-04-18,,2547132195.0,1118059.0,dcs:DataCollectionPlatformKbase,kb|g.206992
bio/KANVI,"""Kandleria vitulina DSM 20405""","""nan""",Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,587,1195,926,Laura Kutt,2016-04-18,,,1410657.0,dcs:DataCollectionPlatformKbase,kb|g.241318
bio/KINOR,"""Kingella oralis ATCC 51147""","""Kingella oralis ATCC 51147 (629741.3)""",Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionCommensal,596,1106,899,Laura Kutt,2016-04-18,,,629741.0,dcs:DataCollectionPlatformKbase,kb|g.2656
bio/KLEOX,"""Klebsiella oxytoca KCTC 1686""","""Klebsiella oxytoca KCTC 1686 (1006551.4)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypefermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,1543,1809,1264,,,,,1006551.0,dcs:DataCollectionPlatformKbase,kb|g.23273
bio/KLEPN,"""Klebsiella pneumoniae pneumoniae MGH78578""","""Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (272620.9)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_or_respiratory_various_carbohydrates_used,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,1396,1817,1189,Ines Thiele,2012-08-07,3.0,640753032.0,1328388.0,dcs:DataCollectionPlatformKbase,
bio/KLESP,"""Klebsiella sp. 1_1_55""","""Klebsiella sp. 1_1_55 (469608.3)""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_or_respiratory,dcs:BacteriaGramStainTypeNegative,dcs:PathogenMethodOfInvasionOpportunistic_pathogen,1479,2340,1473,Ines Thiele,2012-06-29,3.0,647533174.0,469608.0,dcs:DataCollectionPlatformKbase,
bio/KLUAS,"""Kluyvera ascorbata  ATCC 33433""","""nan""",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Kluyvera,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeFermentative_respiratory,dcs:BacteriaGramStainTypeNegative,,1241,1782,1227,Laura Kutt,2016-04-18,,2588253795.0,1006000.0,dcs:DataCollectionPlatformKbase,kb|g.241367
bio/KOCPA,"""Kocuria palustris PEL""","""Kocuria palustris PEL (1236550.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismType_Saccharolytic_respiratory,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,789,1295,983,chenry,2016-04-15,,,1236550.0,dcs:DataCollectionPlatformKbase,kb|g.25806
bio/KOCRH,"""Kocuria rhizophila DC2201""","""Kocuria rhizophila DC2201 (378753.3)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeSaccharolytic,dcs:BacteriaGramStainTypePositive,,756,1250,974,chenry,2016-04-15,,642555133.0,378753.0,dcs:DataCollectionPlatformModelSEED,kb|g.1142
bio/KURMA,"""Kurthia massiliensis  JC30""","""nan""",Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,dcs:OxygenRequirementStatusAerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory,dcs:BacteriaGramStainTypePositive,,789,1444,1090,Laura Kutt,2016-04-18,,2547132137.0,1033739.0,dcs:DataCollectionPlatformModelSEED,kb|g.23348
bio/KYTSE,"""Kytococcus sedentarius DSM 20547""","""Kytococcus sedentarius DSM 20547 (478801.4)""",Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Kytococcus,dcs:OxygenRequirementStatusObligate_aerobe,dcs:MicrobialMetabolismTypeRespiratory,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,653,1198,945,chenry,2016-04-15,,644736380.0,478801.0,dcs:DataCollectionPlatformKbase,kb|g.1725
bio/LACMU,"""Lachnospira multipara ATCC 19207""","""nan""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative,dcs:BacteriaGramStainTypePositive,,554,1163,931,Laura Kutt,2016-04-19,,,1282887.0,dcs:DataCollectionPlatformKbase,kb|g.209041
bio/LACBA,"""Lachnospiraceae bacterium sp. 5_1_63FAA""","""Lachnospiraceae bacterium 5_1_63FAA (658089.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeUncharacterized,dcs:BacteriaGramStainTypeUncharacterized,dcs:PathogenMethodOfInvasionUncharacterized,857,1766,1275,Ines Thiele,2012-06-29,5.0,649989957.0,658089.0,dcs:DataCollectionPlatformKbase,
bio/LACBA,"""Lachnospiraceae bacterium sp. 8_1_57FAA""","""Lachnospiraceae bacterium 8_1_57FAA (665951.3)""",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,dcs:OxygenRequirementStatusObligate_anaerobe,dcs:MicrobialMetabolismTypeUncharacterized,dcs:BacteriaGramStainTypeUncharacterized,dcs:PathogenMethodOfInvasionUncharacterized,603,2252,1201,Ines Thiele,2012-06-29,5.0,649989958.0,665951.0,dcs:DataCollectionPlatformKbase,
bio/LACAI,"""Lactobacillus acidophilus ATCC 4796""","""Lactobacillus acidophilus ATCC 4796 (525306.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,528,1287,912,Ines Thiele,2012-09-06,5.0,643886014.0,525306.0,dcs:DataCollectionPlatformKbase,
bio/LACAI,"""Lactobacillus acidophilus NCFM""","""Lactobacillus acidophilus NCFM (272621.13)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,540,1460,1009,Eugen Bauer,2014-08-03,4.0,637000138.0,272621.0,dcs:DataCollectionPlatformKbase,
bio/LACAM,"""Lactobacillus amylolyticus DSM 11664""","""Lactobacillus amylolyticus DSM 11664 (585524.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,423,1049,827,Ines Thiele,2012-06-29,2.0,647000263.0,585524.0,dcs:DataCollectionPlatformKbase,
bio/LACAM,"""Lactobacillus amylovorus GRL 1112""","""Lactobacillus amylovorus GRL 1112 (695560.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,556,1048,817,Laura Kutt,2016-04-18,,,695560.0,dcs:DataCollectionPlatformKbase,kb|g.3001
bio/LACAN,"""Lactobacillus animalis KCTC 3501""","""Lactobacillus animalis KCTC 3501 (930942.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,581,1149,887,Laura Kutt,2016-05-30,,651324057.0,930942.0,dcs:DataCollectionPlatformKbase,kb|g.3735
bio/LACAN,"""Lactobacillus antri DSM 16041""","""Lactobacillus antri DSM 16041 (525309.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,606,1548,1118,Ines Thiele,2012-09-06,1.0,645951838.0,525309.0,dcs:DataCollectionPlatformKbase,
bio/LACBR,"""Lactobacillus brevis ATCC 367""","""Lactobacillus brevis ATCC 367 (387344.15)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,558,1010,810,Ines Thiele,2012-06-25,1.0,639633027.0,387344.0,dcs:DataCollectionPlatformKbase,
bio/LACBR,"""Lactobacillus brevis subsp. gravesensis ATCC 27305""","""Lactobacillus brevis subsp. gravesensis ATCC 27305 (525310.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,796,1856,1263,Ines Thiele,2012-09-06,1.0,643886059.0,525310.0,dcs:DataCollectionPlatformKbase,
bio/LACBU,"""Lactobacillus buchneri ATCC 11577""","""Lactobacillus buchneri ATCC 11577 (525318.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,757,1114,884,Ines Thiele,2012-09-06,1.0,643886062.0,525318.0,dcs:DataCollectionPlatformKbase,
bio/LACCA,"""Lactobacillus casei ATCC 334""","""Lactobacillus casei ATCC 334 (321967.11)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,659,1012,818,Ines Thiele,2012-06-25,1.0,639633028.0,321967.0,dcs:DataCollectionPlatformKbase,
bio/LACCA,"""Lactobacillus casei casei BL23""","""Lactobacillus casei BL23 (543734.4)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,740,1050,829,Ines Thiele,2012-06-25,4.0,642555134.0,543734.0,dcs:DataCollectionPlatformModelSEED,
bio/LACCO,"""Lactobacillus coleohominis 101-4-CHN""","""Lactobacillus coleohominis 101-4-CHN (575594.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,510,1058,841,Laura Kutt,2016-04-18,,646206276.0,575594.0,dcs:DataCollectionPlatformModelSEED,kb|g.2455
bio/LACCO,"""Lactobacillus coryniformis subsp. coryniformis CECT 5711""","""nan""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,788,1255,975,Laura Kutt,2016-04-18,,2534681632.0,1185325.0,dcs:DataCollectionPlatformModelSEED,kb|g.25201
bio/LACCR,"""Lactobacillus crispatus 125-2-CHN""","""Lactobacillus crispatus 125-2-CHN (575595.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,519,747,637,Ines Thiele,2012-06-29,1.0,647533176.0,575595.0,dcs:DataCollectionPlatformModelSEED,
bio/LACCU,"""Lactobacillus curvatus CRL 705""","""nan""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,509,1057,843,Laura Kutt,2016-04-18,,,1074451.0,dcs:DataCollectionPlatformModelSEED,kb|g.23895
bio/LACDE,"""Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842""","""Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 (390333.7)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,541,1390,1008,Eugen Bauer,2014-08-03,4.0,637000139.0,390333.0,dcs:DataCollectionPlatformModelSEED,
bio/LACDE,"""Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365""","""Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365 (321956.7)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,483,1220,930,Ines Thiele,2012-06-25,2.0,639633029.0,321956.0,dcs:DataCollectionPlatformKbase,
bio/LACFE,"""Lactobacillus fermentum ATCC 14931""","""Lactobacillus fermentum ATCC 14931 (525325.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,580,1503,1089,Ines Thiele,2012-09-06,1.0,643886061.0,525325.0,dcs:DataCollectionPlatformKbase,
bio/LACFE,"""Lactobacillus fermentum IFO 3956""","""Lactobacillus fermentum IFO 3956 (334390.5)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,607,1600,1156,Eugen Bauer,2014-08-03,4.0,641522633.0,334390.0,dcs:DataCollectionPlatformModelSEED,
bio/LACGS,"""Lactobacillus gasseri ATCC 33323""","""Lactobacillus gasseri ATCC 33323 (324831.13)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,483,1163,870,Eugen Bauer,2014-08-03,5.0,639633030.0,324831.0,dcs:DataCollectionPlatformModelSEED,
bio/LACGA,"""Lactobacillus gastricus PS3""","""Lactobacillus gastricus PS3 (1144300.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,627,1199,958,Laura Kutt,2016-04-18,,2531839419.0,1144300.0,dcs:DataCollectionPlatformKbase,kb|g.24613
bio/LACHE,"""Lactobacillus helveticus DPC 4571""","""Lactobacillus helveticus DPC 4571 (405566.6)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,516,968,772,Eugen Bauer,2014-08-03,4.0,641228495.0,405566.0,dcs:DataCollectionPlatformKbase,
bio/LACHE,"""Lactobacillus helveticus DSM 20075""","""Lactobacillus helveticus DSM 20075 (585520.4)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,510,1361,971,Ines Thiele,2012-09-06,3.0,645951865.0,585520.0,dcs:DataCollectionPlatformModelSEED,
bio/LACHI,"""Lactobacillus hilgardii ATCC 8290""","""Lactobacillus hilgardii ATCC 8290 (525327.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionCommensal,723,1791,1223,Ines Thiele,2012-09-06,1.0,643886044.0,1423757.0,dcs:DataCollectionPlatformModelSEED,
bio/LACIN,"""Lactobacillus iners DSM 13335""","""Lactobacillus iners DSM 13335 (525328.4)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,395,929,725,Laura Kutt,2016-04-18,,,525328.0,dcs:DataCollectionPlatformModelSEED,kb|g.2008
bio/LACJE,"""Lactobacillus jensenii 1153""","""Lactobacillus jensenii 1153 (440497.10)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,461,898,738,Laura Kutt,2016-04-18,,,440497.0,dcs:DataCollectionPlatformModelSEED,kb|g.1482
bio/LACJH,"""Lactobacillus johnsonii DPC 6026""","""Lactobacillus johnsonii DPC 6026 (909954.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,462,964,776,Eugen Bauer,2014-08-03,4.0,651053040.0,909954.0,dcs:DataCollectionPlatformKbase,
bio/LACJH,"""Lactobacillus johnsonii NCC 533""","""Lactobacillus johnsonii NCC 533 (257314.6)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_respiratory_or_fermentative,dcs:BacteriaGramStainTypePositive,dcs:PathogenMethodOfInvasionProbiotic,462,924,746,Eugen Bauer,2014-08-03,1.0,637000140.0,257314.0,dcs:DataCollectionPlatformKbase,
bio/LACMC,"""Lactobacillus mucosae LM1""","""Lactobacillus mucosae LM1 (1130798.3)""",Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,dcs:OxygenRequirementStatusFacultative_anaerobe,dcs:MicrobialMetabolismTypeSaccharolytic_fermentative_or_respiratory,dcs:BacteriaGramStainTypePositive,,583,1091,853,Laura Kutt,2016-04-18,,2513237302.0,1130798.0,dcs:DataCollectionPlatformKbase,kb|g.24465
